Query_ID	Dec_ID	Rank	Score
0	1c5z	2	0.43448275862068964
0	1o5b	3	0.1584274952919021
0	1oyt	4	0.14449926362297497
0	1o3f	5	0.12218206946552779
0	2zda	6	0.10893623300265601
0	2qbp	1	1.0
0	2qbq	2	0.4964911707998918
0	2qbr	3	0.40468494088816953
0	2hb1	4	0.15266154434038393
0	2fvd	5	0.12619543650793652
0	4dli	6	0.1138028638028638
0	1c5z	1	1.0
0	3gy4	2	0.43448275862068964
0	1o5b	3	0.19537815126050417
0	1o3f	4	0.1670258620689655
0	1oyt	5	0.1590410685805423
0	4jsz	6	0.13844086021505375
0	3g31	1	1.0
0	3f3d	2	0.21856866537717604
0	3ehy	3	0.19646892655367232
0	3f3c	4	0.19608695652173916
0	1p1q	5	0.187807881773399
0	2al5	6	0.1738095238095238
0	3qqs	1	1.0
0	4gkm	2	0.1858219351570415
0	3pxf	3	0.10085476329631793
0	3g2z	4	0.08758503401360544
0	3gv9	5	0.07179054054054054
0	1z9g	6	0.06986782567277924
0	3f3c	1	1.0
0	3f3e	2	0.35657894736842105
0	3f3d	3	0.3226902173913043
0	3f3a	4	0.30849358974358976
0	2al5	5	0.30561735261401557
0	1p1q	6	0.30110837438423643
0	4agn	1	1.0
0	4agp	2	0.5409259259259259
0	4agq	3	0.5065047348199866
0	5a7b	4	0.31597118728266266
0	5aba	5	0.12147371976325269
0	4e6q	6	0.084457844873633
0	2weg	1	1.0
0	4jsz	2	0.20714285714285713
0	3lka	3	0.17607973421926912
0	3ryj	4	0.14104658197217182
0	4owm	5	0.10937499999999999
0	3dd0	6	0.09114947151545941
0	3dxg	1	1.0
0	1w4o	2	0.47047919874006827
0	3d6q	3	0.4118763724198507
0	3syr	4	0.21233153638814015
0	1o0h	5	0.2021708312562313
0	4eky	6	0.1884831758061631
0	1gpk	1	1.0
0	1gpn	2	0.2681954137587238
0	4j21	3	0.11043587627557094
0	3udh	4	0.10072142064372919
0	3gr2	5	0.09303693248647378
0	3gnw	6	0.08798701298701297
0	3r88	1	1.0
0	4owm	2	0.29447115384615385
0	3twp	3	0.2295150501672241
0	3kgp	4	0.1894946808510638
0	4ddk	5	0.18896103896103897
0	3bgz	6	0.18594422525107604
0	3f3d	1	1.0
0	3f3e	2	0.32960526315789473
0	3f3c	3	0.3226902173913043
0	1p1q	4	0.2658802177858439
0	3f3a	5	0.2581129807692308
0	2al5	6	0.23538306451612906
0	1w4o	1	1.0
0	3dxg	2	0.47047919874006827
0	3d6q	3	0.3331079558260086
0	3syr	4	0.22541571100917432
0	4eky	5	0.2010616210287147
0	3l7b	6	0.18662127269698486
0	3dx1	1	1.0
0	3dx2	2	0.10888501742160278
0	2j7h	3	0.09954407294832827
0	3arq	4	0.07680603024486166
0	3n7a	5	0.07277777777777777
0	4ciw	6	0.055448717948717946
0	2wvt	1	1.0
0	2qnq	2	0.14262820512820512
0	4pcs	3	0.08020408163265305
0	4j28	4	0.06113801452784503
0	2xii	5	0.05226982097186701
0	1y6r	6	0.04355329355329356
0	1u1b	1	1.0
0	1o0h	2	0.18054303236454766
0	3coz	3	0.15548524539703368
0	3coy	4	0.15467384562927866
0	3ag9	5	0.1336646434531763
0	1w4o	6	0.11798067136216311
0	4agp	1	1.0
0	4agn	2	0.5409259259259259
0	5a7b	3	0.47740578630409136
0	4agq	4	0.47293123543123544
0	3acw	5	0.11625437569089855
0	5aba	6	0.10091994408553402
0	2qnq	1	1.0
0	2wvt	2	0.14262820512820512
0	3udh	3	0.0648049645390071
0	3u8k	4	0.06262400793650794
0	3u8n	5	0.051467293906810034
0	1ydr	6	0.046678618055690874
0	3kwa	1	0.5
0	1uto	2	0.025
0	5c28	3	0.015625
0	3u9q	4	0.015151515151515152
0	3ueu	5	0.01282051282051282
0	3uev	6	0.011111111111111112
0	3f3e	1	1.0
0	3f3c	2	0.35657894736842105
0	3f3d	3	0.32960526315789473
0	3f3a	4	0.27435064935064934
0	1p1q	5	0.25153846153846154
0	3kgp	6	0.24483306836248014
0	3kgp	1	1.0
0	3f3e	2	0.24483306836248014
0	4ddk	3	0.24166666666666664
0	4owm	4	0.22459893048128343
0	3f3c	5	0.2202380952380952
0	3r88	6	0.1894946808510638
0	3syr	1	1.0
0	4eky	2	0.44759259259259254
0	2al5	3	0.2334306318681319
0	1w4o	4	0.22541571100917432
0	3dxg	5	0.21233153638814015
0	3l7b	6	0.20392261763229505
0	4agq	1	1.0
0	4agn	2	0.5065047348199866
0	4agp	3	0.47293123543123544
0	5a7b	4	0.30097766601801956
0	3b65	5	0.10829123178290337
0	3acw	6	0.10137211273574909
